Date,Open,High,Low,Close,Adj Close,Volume
2018-01-12,255.750000,257.299988,254.089996,257.029999,253.537582,2849200
2018-01-16,259.250000,261.769989,256.399994,258.459991,254.948151,4445500
2018-01-17,260.980011,262.000000,248.839996,253.649994,250.203506,8595400
2018-01-18,254.490005,254.539993,250.600006,250.970001,247.559921,4984500
2018-01-19,251.000000,256.140015,250.259995,256.119995,252.639954,4643400
2018-01-22,255.449997,262.869995,255.190002,261.519989,257.966553,5264700
2018-01-23,258.000000,260.260010,256.850006,260.089996,256.555969,4003600
2018-01-24,260.739990,265.779999,260.299988,265.679993,262.070068,4314000
2018-01-25,266.350006,270.500000,265.010010,269.029999,265.374542,5055000
2018-01-26,267.489990,269.000000,266.049988,268.140015,264.496643,3535400
2018-01-29,269.040009,273.790009,268.809998,272.480011,268.777679,3881100
2018-01-30,270.390015,272.000000,267.109985,268.940002,265.285767,3970400
2018-01-31,268.549988,270.000000,266.329987,267.890015,264.250061,3710200
2018-02-01,266.149994,272.589996,266.000000,272.230011,268.531067,3388200
2018-02-02,270.000000,271.750000,259.350006,260.040009,256.506714,5913900
2018-02-05,257.510010,263.299988,241.500000,249.110001,245.725204,6528500
2018-02-06,244.210007,258.750000,242.110001,258.700012,255.184921,6739900
2018-02-07,255.899994,261.950012,255.660004,257.100006,253.606644,4125000
2018-02-08,257.929993,258.779999,246.050003,246.350006,243.002701,4166200
2018-02-09,249.619995,251.669998,239.289993,249.300003,245.912613,5978600
2018-02-12,251.149994,256.149994,248.820007,253.160004,249.720184,3692500
2018-02-13,252.009995,256.399994,250.580002,255.529999,252.057968,2700500
2018-02-14,255.000000,262.709991,254.479996,262.579987,259.012177,3793800
2018-02-15,265.760010,268.000000,262.910004,267.679993,264.042847,3523100
2018-02-16,265.989990,269.279999,265.899994,267.619995,263.983673,2602500
2018-02-20,266.890015,268.850006,263.309998,264.890015,261.290833,2618400
2018-02-21,263.920013,270.000000,263.130005,263.399994,259.821014,3017900
2018-02-22,264.399994,266.320007,260.720001,261.429993,257.877777,2678900
2018-02-23,263.000000,266.980011,262.399994,266.769989,263.145233,2507100
2018-02-26,267.500000,271.779999,266.769989,271.260010,267.574249,2751400
2018-02-27,271.000000,273.119995,267.929993,267.929993,264.289459,3140600
2018-02-28,269.140015,269.489990,262.570007,262.929993,260.085419,3104300
2018-03-01,262.609985,263.549988,256.200012,256.779999,254.001984,3483500
2018-03-02,255.000000,259.239990,252.100006,258.119995,255.327515,3122800
2018-03-05,256.459991,264.549988,256.239990,263.119995,260.273376,2445800
2018-03-06,264.769989,267.869995,263.209991,266.929993,264.042145,2217300
2018-03-07,262.690002,266.429993,260.950012,265.350006,262.479279,2509400
2018-03-08,266.480011,268.100006,262.630005,266.339996,263.458557,2565400
2018-03-09,268.700012,271.089996,267.040009,270.769989,267.840637,4410600
2018-03-12,271.000000,275.309998,270.769989,273.380005,270.422424,3065600
2018-03-13,274.339996,275.029999,267.440002,268.529999,265.624878,2288100
2018-03-14,270.399994,270.779999,263.910004,264.429993,261.569214,2478700
2018-03-15,265.720001,269.000000,265.350006,266.609985,263.725586,2255200
2018-03-16,266.010010,269.850006,265.329987,267.600006,264.704926,4114400
2018-03-19,266.989990,267.500000,259.470001,262.529999,259.689789,2426900
2018-03-20,263.290009,264.640015,261.890015,263.190002,260.342651,1514800
2018-03-21,263.010010,266.489990,260.309998,261.850006,259.017120,2817600
2018-03-22,258.420013,260.820007,252.179993,252.600006,249.867218,4489300
2018-03-23,253.630005,253.990005,244.929993,245.259995,242.606598,3634200
2018-03-26,250.649994,255.360001,248.449997,254.880005,252.122543,3787200
2018-03-27,255.889999,257.059998,245.610001,247.259995,244.584961,2981500
2018-03-28,248.779999,251.229996,244.369995,249.369995,246.672150,2660200
2018-03-29,250.789993,252.979996,248.330002,251.860001,249.135208,3073900
2018-04-02,251.259995,252.600006,243.770004,247.350006,244.674026,3429900
2018-04-03,248.610001,250.889999,245.899994,250.580002,247.869064,2488200
2018-04-04,245.710007,253.220001,244.509995,252.619995,249.886993,2853200
2018-04-05,254.500000,258.000000,253.399994,255.809998,253.042465,1924800
2018-04-06,251.479996,255.339996,246.679993,249.970001,247.265671,3621900
2018-04-09,251.479996,257.500000,249.169998,252.190002,249.461655,3256700
2018-04-10,257.959991,259.890015,255.949997,256.570007,253.794250,3113900
2018-04-11,252.589996,254.830002,249.789993,252.940002,250.203537,3322000
2018-04-12,256.269989,260.730011,255.110001,259.589996,256.781586,3059100
2018-04-13,261.940002,262.500000,254.539993,255.919998,253.151291,3026200
2018-04-16,257.130005,260.660004,256.660004,257.880005,255.090073,3257400
2018-04-17,261.600006,262.250000,252.339996,253.630005,250.886078,10134400
2018-04-18,254.899994,257.019989,252.250000,254.000000,251.252060,4524800
2018-04-19,254.000000,256.160004,252.830002,254.169998,251.420227,3990000
2018-04-20,254.100006,255.679993,251.479996,251.960007,249.234146,2930600
2018-04-23,251.660004,252.750000,246.190002,246.669998,244.001373,3775900
2018-04-24,248.820007,249.149994,240.039993,242.490005,239.866592,4705100
2018-04-25,242.190002,242.460007,237.509995,239.229996,236.641861,5041400
2018-04-26,239.270004,241.660004,238.009995,240.089996,237.492538,2891100
2018-04-27,240.000000,241.929993,239.020004,239.800003,237.205688,2136800
2018-04-30,240.970001,243.070007,238.220001,238.330002,235.751602,2790500
2018-05-01,237.509995,237.899994,233.960007,236.669998,234.109558,3269800
2018-05-02,236.600006,237.910004,233.419998,234.050003,231.517899,3710900
2018-05-03,232.449997,234.000000,227.399994,233.410004,230.884811,4511400
2018-05-04,232.309998,236.789993,232.279999,234.940002,232.398254,2622300
2018-05-07,236.000000,238.169998,235.279999,237.199997,234.633820,1979400
2018-05-08,238.240005,240.660004,236.000000,237.000000,234.435989,3267000
2018-05-09,237.979996,242.050003,237.250000,241.729996,239.114792,2434000
2018-05-10,242.110001,245.419998,240.160004,243.440002,240.806320,2599000
2018-05-11,243.440002,244.910004,241.710007,242.919998,240.291946,1540100
2018-05-14,243.600006,245.880005,243.500000,243.910004,241.271225,1928500
2018-05-15,243.000000,243.949997,240.669998,241.559998,238.946655,2165700
2018-05-16,241.270004,241.839996,240.589996,240.960007,238.353149,1965200
2018-05-17,240.419998,242.440002,238.779999,239.100006,236.513275,2462700
2018-05-18,238.100006,238.740005,236.869995,237.000000,234.435989,2699000
2018-05-21,239.100006,240.070007,237.320007,237.699997,235.128403,1951700
2018-05-22,238.699997,240.699997,237.979996,238.000000,235.425171,2551500
2018-05-23,236.880005,237.869995,234.380005,237.809998,235.237228,3105400
2018-05-24,236.600006,237.169998,233.649994,236.100006,233.545731,2308700
2018-05-25,235.000000,236.119995,234.279999,235.009995,232.467499,1985600
2018-05-29,231.520004,232.470001,225.020004,227.029999,224.573837,5323600
2018-05-30,228.940002,229.669998,226.279999,229.160004,227.482391,3348600
2018-05-31,227.339996,228.110001,224.089996,225.880005,224.226410,5334900
2018-06-01,228.399994,230.250000,228.089996,228.350006,226.678329,3330900
2018-06-04,230.350006,231.149994,228.949997,229.889999,228.207062,2133600
2018-06-05,228.940002,229.339996,227.289993,228.339996,226.668396,1986200
2018-06-06,229.850006,232.580002,229.360001,232.229996,230.529907,2566400
2018-06-07,233.889999,235.919998,232.539993,233.449997,231.740997,2905000
2018-06-08,233.000000,234.270004,232.350006,233.389999,231.681427,2253100
2018-06-11,234.619995,235.160004,233.589996,234.089996,232.376297,1936800
2018-06-12,234.119995,235.229996,231.860001,232.630005,230.926987,2080000
2018-06-13,233.649994,238.229996,233.100006,233.830002,232.118210,3637400
2018-06-14,235.869995,235.889999,232.589996,233.649994,231.939529,2899600
2018-06-15,231.500000,233.149994,229.839996,231.919998,230.222183,4738100
2018-06-18,230.199997,231.669998,229.149994,231.389999,229.696060,2327500
2018-06-19,228.220001,229.039993,226.160004,228.320007,226.648544,3326600
2018-06-20,229.919998,229.940002,226.960007,227.820007,226.152222,2678300
2018-06-21,226.389999,228.429993,224.570007,226.979996,225.318359,3094600
2018-06-22,227.779999,230.500000,225.580002,226.020004,224.365372,2731800
2018-06-25,224.500000,225.139999,220.389999,221.539993,219.918182,3817700
2018-06-26,221.779999,222.800003,219.119995,221.580002,219.957886,2692900
2018-06-27,221.479996,225.470001,220.139999,220.179993,218.568130,3104200
2018-06-28,220.250000,224.660004,219.580002,223.419998,221.784424,3072600
2018-06-29,224.399994,225.169998,220.449997,220.570007,218.955292,3393700
